Weapon1,Weapon2,Material1,Material2,Hypothesis,Total Cells,Matching Cells,Type1,Type2
4e0193ff9e,41f1030655,Nickel,Nickel,0,27,0,125b,125b
41f1030655,2d95605114,Nickel,Brass,0,24,1,125b,fcc2
2d95605114,41f1030655,Brass,Nickel,0,43,2,fcc2,125b
41f1030655,84106ae247,Nickel,Nickel,0,24,1,125b,fcc2
84106ae247,41f1030655,Nickel,Nickel,0,48,2,fcc2,125b
41f1030655,eb358a4d60,Nickel,Brass,0,24,1,125b,fcc2
eb358a4d60,41f1030655,Brass,Nickel,0,28,2,fcc2,125b
41f1030655,dc441ada9f,Nickel,Nickel,0,24,1,125b,fcc2
dc441ada9f,41f1030655,Nickel,Nickel,0,50,1,fcc2,125b
41f1030655,5d25cd3446,Nickel,Nickel,0,24,1,125b,fcc2
5d25cd3446,41f1030655,Nickel,Nickel,0,34,2,fcc2,125b
41f1030655,5b23b59131,Nickel,Brass,0,24,0,125b,fcc2
5b23b59131,41f1030655,Brass,Nickel,0,44,1,fcc2,125b
41f1030655,a672c8a1fa,Nickel,Brass,0,24,1,125b,fcc2
a672c8a1fa,41f1030655,Brass,Nickel,0,34,1,fcc2,125b
41f1030655,247918f662,Nickel,Nickel,0,24,1,125b,fcc2
247918f662,41f1030655,Nickel,Nickel,0,44,2,fcc2,125b
41f1030655,55353f0163,Nickel,Nickel,0,24,1,125b,fcc2
55353f0163,41f1030655,Nickel,Nickel,0,56,1,fcc2,125b
41f1030655,02947d29e4,Nickel,Nickel,0,24,1,125b,2031
02947d29e4,41f1030655,Nickel,Nickel,0,31,1,2031,125b
41f1030655,e86c75e79f,Nickel,Nickel,0,24,1,125b,2031
e86c75e79f,41f1030655,Nickel,Nickel,0,30,1,2031,125b
41f1030655,b3ac369bf4,Nickel,Nickel,0,24,1,125b,2031
b3ac369bf4,41f1030655,Nickel,Nickel,0,31,1,2031,125b
41f1030655,486a559005,Nickel,Brass,0,24,1,125b,2031
486a559005,41f1030655,Brass,Nickel,0,27,1,2031,125b
41f1030655,c720426380,Nickel,Nickel,0,24,0,125b,2031
c720426380,41f1030655,Nickel,Nickel,0,33,1,2031,125b
41f1030655,e94f036fc5,Nickel,Nickel,0,24,0,125b,2031
e94f036fc5,41f1030655,Nickel,Nickel,0,30,1,2031,125b
41f1030655,76bc55555d,Nickel,Nickel,0,24,1,125b,2031
76bc55555d,41f1030655,Nickel,Nickel,0,37,1,2031,125b
41f1030655,fc45467ffe,Nickel,Nickel,0,24,1,125b,2031
fc45467ffe,41f1030655,Nickel,Nickel,0,30,0,2031,125b
41f1030655,75bfb64db5,Nickel,Nickel,0,24,2,125b,2031
75bfb64db5,41f1030655,Nickel,Nickel,0,37,1,2031,125b
41f1030655,376243150e,Nickel,Nickel,0,24,1,125b,2031
376243150e,41f1030655,Nickel,Nickel,0,32,1,2031,125b
41f1030655,38ef822a2c,Nickel,Nickel,0,24,1,125b,2031
38ef822a2c,41f1030655,Nickel,Nickel,0,20,1,2031,125b
41f1030655,c19c27cb07,Nickel,Nickel,0,24,1,125b,2031
c19c27cb07,41f1030655,Nickel,Nickel,0,23,1,2031,125b
41f1030655,ebeb95ffcb,Nickel,Nickel,0,24,1,125b,2031
ebeb95ffcb,41f1030655,Nickel,Nickel,0,26,1,2031,125b
41f1030655,054ff5af96,Nickel,Nickel,0,24,0,125b,2031
054ff5af96,41f1030655,Nickel,Nickel,0,30,1,2031,125b
41f1030655,47e4c51fd8,Nickel,Nickel,0,24,1,125b,2031
47e4c51fd8,41f1030655,Nickel,Nickel,0,31,2,2031,125b
41f1030655,f15352c9a3,Nickel,Nickel,0,24,1,125b,2031
f15352c9a3,41f1030655,Nickel,Nickel,0,24,1,2031,125b
41f1030655,9086d2ca3d,Nickel,Nickel,0,24,0,125b,2031
9086d2ca3d,41f1030655,Nickel,Nickel,0,28,1,2031,125b
41f1030655,d0c419dc2a,Nickel,Nickel,0,24,1,125b,2031
d0c419dc2a,41f1030655,Nickel,Nickel,0,28,1,2031,125b
41f1030655,5bd399d4e4,Nickel,Nickel,0,24,1,125b,2031
5bd399d4e4,41f1030655,Nickel,Nickel,0,30,1,2031,125b
41f1030655,e71cf87e3f,Nickel,Nickel,0,24,1,125b,2031
e71cf87e3f,41f1030655,Nickel,Nickel,0,27,1,2031,125b
41f1030655,405e6fb3cc,Nickel,Nickel,0,24,1,125b,2031
405e6fb3cc,41f1030655,Nickel,Nickel,0,24,1,2031,125b
41f1030655,9832ccda19,Nickel,Nickel,0,24,2,125b,2031
9832ccda19,41f1030655,Nickel,Nickel,0,32,1,2031,125b
41f1030655,fd7f2ac2e6,Nickel,Nickel,0,24,1,125b,2031
fd7f2ac2e6,41f1030655,Nickel,Nickel,0,28,1,2031,125b
41f1030655,7eb73b69a2,Nickel,Nickel,0,24,2,125b,2031
7eb73b69a2,41f1030655,Nickel,Nickel,0,16,0,2031,125b
41f1030655,452fe434c6,Nickel,Brass,0,24,1,125b,2031
452fe434c6,41f1030655,Brass,Nickel,0,30,1,2031,125b
41f1030655,afed40ee94,Nickel,Nickel,0,24,1,125b,2031
afed40ee94,41f1030655,Nickel,Nickel,0,30,1,2031,125b
41f1030655,092733cb5a,Nickel,Nickel,0,24,1,125b,2031
092733cb5a,41f1030655,Nickel,Nickel,0,30,2,2031,125b
41f1030655,1a032b03d2,Nickel,Nickel,0,24,0,125b,2031
1a032b03d2,41f1030655,Nickel,Nickel,0,25,1,2031,125b
41f1030655,80bcb3c703,Nickel,Nickel,0,24,1,125b,2031
80bcb3c703,41f1030655,Nickel,Nickel,0,30,1,2031,125b
41f1030655,20687884b3,Nickel,Nickel,0,24,1,125b,2031
20687884b3,41f1030655,Nickel,Nickel,0,30,1,2031,125b
41f1030655,934c7e7ee4,Nickel,Nickel,0,24,1,125b,2031
934c7e7ee4,41f1030655,Nickel,Nickel,0,27,1,2031,125b
41f1030655,0dd2c0579c,Nickel,Nickel,0,24,1,125b,2031
0dd2c0579c,41f1030655,Nickel,Nickel,0,24,1,2031,125b
41f1030655,dc7048e78d,Nickel,Brass,0,24,1,125b,2031
dc7048e78d,41f1030655,Brass,Nickel,0,29,1,2031,125b
41f1030655,85f0782ccf,Nickel,Nickel,0,24,2,125b,2031
85f0782ccf,41f1030655,Nickel,Nickel,0,31,2,2031,125b
41f1030655,cf64a06a77,Nickel,Nickel,0,24,1,125b,2031
cf64a06a77,41f1030655,Nickel,Nickel,0,31,1,2031,125b
41f1030655,55fd02a3a3,Nickel,Nickel,0,24,1,125b,2031
55fd02a3a3,41f1030655,Nickel,Nickel,0,30,2,2031,125b
41f1030655,013b07f331,Nickel,Nickel,0,24,2,125b,2031
013b07f331,41f1030655,Nickel,Nickel,0,30,1,2031,125b
41f1030655,a987dc8828,Nickel,Nickel,0,24,1,125b,2031
a987dc8828,41f1030655,Nickel,Nickel,0,22,0,2031,125b
41f1030655,39199f2515,Nickel,Nickel,0,24,1,125b,85b3
39199f2515,41f1030655,Nickel,Nickel,0,24,1,85b3,125b
41f1030655,ea52448b24,Nickel,Brass,0,24,1,125b,85b3
ea52448b24,41f1030655,Brass,Nickel,0,20,0,85b3,125b
41f1030655,e276fdcf6d,Nickel,Brass,0,24,1,125b,85b3
e276fdcf6d,41f1030655,Brass,Nickel,0,16,0,85b3,125b
41f1030655,674b436f3a,Nickel,Nickel,0,24,1,125b,85b3
674b436f3a,41f1030655,Nickel,Nickel,0,21,0,85b3,125b
41f1030655,1a77ba21c8,Nickel,Brass,0,24,1,125b,85b3
1a77ba21c8,41f1030655,Brass,Nickel,0,19,0,85b3,125b
41f1030655,f32a57a32f,Nickel,Nickel,0,24,1,125b,85b3
f32a57a32f,41f1030655,Nickel,Nickel,0,15,0,85b3,125b
41f1030655,1dcecfe7ef,Nickel,Nickel,0,24,0,125b,85b3
1dcecfe7ef,41f1030655,Nickel,Nickel,0,18,1,85b3,125b
41f1030655,e1d10c4c9a,Nickel,Brass,0,24,0,125b,85b3
e1d10c4c9a,41f1030655,Brass,Nickel,0,21,1,85b3,125b
41f1030655,5d578deaca,Nickel,Nickel,0,24,1,125b,85b3
5d578deaca,41f1030655,Nickel,Nickel,0,23,1,85b3,125b
41f1030655,bd9ba9bfd9,Nickel,Nickel,0,24,1,125b,85b3
bd9ba9bfd9,41f1030655,Nickel,Nickel,0,30,1,85b3,125b
41f1030655,969de41074,Nickel,Nickel,0,24,0,125b,85b3
969de41074,41f1030655,Nickel,Nickel,0,18,1,85b3,125b
41f1030655,f8a165aa6d,Nickel,Nickel,0,24,1,125b,85b3
f8a165aa6d,41f1030655,Nickel,Nickel,0,25,1,85b3,125b
41f1030655,58690e69c3,Nickel,Brass,0,24,1,125b,85b3
58690e69c3,41f1030655,Brass,Nickel,0,22,1,85b3,125b
41f1030655,419d3b7b8b,Nickel,Brass,0,24,2,125b,85b3
419d3b7b8b,41f1030655,Brass,Nickel,0,18,1,85b3,125b
41f1030655,24f6dbda7e,Nickel,Nickel,0,24,0,125b,85b3
24f6dbda7e,41f1030655,Nickel,Nickel,0,26,1,85b3,125b
41f1030655,e67eb5a673,Nickel,Nickel,0,24,1,125b,85b3
e67eb5a673,41f1030655,Nickel,Nickel,0,25,1,85b3,125b
41f1030655,61668d1fb7,Nickel,Brass,0,24,1,125b,85b3
61668d1fb7,41f1030655,Brass,Nickel,0,20,0,85b3,125b
41f1030655,5f8cdc8a2c,Nickel,Brass,0,24,2,125b,85b3
5f8cdc8a2c,41f1030655,Brass,Nickel,0,22,1,85b3,125b
41f1030655,328b732c85,Nickel,Brass,0,24,1,125b,85b3
328b732c85,41f1030655,Brass,Nickel,0,18,0,85b3,125b
41f1030655,a98af1afc1,Nickel,Nickel,0,24,1,125b,85b3
a98af1afc1,41f1030655,Nickel,Nickel,0,30,2,85b3,125b
41f1030655,bbc3c2b96b,Nickel,Nickel,0,24,2,125b,85b3
bbc3c2b96b,41f1030655,Nickel,Nickel,0,26,1,85b3,125b
41f1030655,d6a27920cc,Nickel,Nickel,0,24,1,125b,85b3
d6a27920cc,41f1030655,Nickel,Nickel,0,28,1,85b3,125b
41f1030655,8c30b73ef2,Nickel,Brass,0,24,0,125b,85b3
8c30b73ef2,41f1030655,Brass,Nickel,0,16,0,85b3,125b
41f1030655,c28d051c91,Nickel,Nickel,0,24,0,125b,85b3
c28d051c91,41f1030655,Nickel,Nickel,0,19,0,85b3,125b
41f1030655,1a06517ab5,Nickel,Brass,0,24,0,125b,85b3
1a06517ab5,41f1030655,Brass,Nickel,0,22,0,85b3,125b
41f1030655,d632324bc2,Nickel,Brass,0,24,2,125b,85b3
d632324bc2,41f1030655,Brass,Nickel,0,19,1,85b3,125b
41f1030655,0ae9089aac,Nickel,Nickel,0,24,1,125b,85b3
0ae9089aac,41f1030655,Nickel,Nickel,0,37,1,85b3,125b
41f1030655,c8cf7b0a72,Nickel,Nickel,0,24,1,125b,85b3
c8cf7b0a72,41f1030655,Nickel,Nickel,0,23,2,85b3,125b
41f1030655,3cb96b1795,Nickel,Brass,0,24,1,125b,85b3
3cb96b1795,41f1030655,Brass,Nickel,0,22,1,85b3,125b
41f1030655,5124e63bf7,Nickel,Nickel,0,24,1,125b,85b3
5124e63bf7,41f1030655,Nickel,Nickel,0,29,1,85b3,125b
41f1030655,738f1f49ca,Nickel,Nickel,0,24,1,125b,85b3
738f1f49ca,41f1030655,Nickel,Nickel,0,20,1,85b3,125b
41f1030655,f7d102c093,Nickel,Nickel,0,24,0,125b,85b3
f7d102c093,41f1030655,Nickel,Nickel,0,26,1,85b3,125b
41f1030655,b183ad90fd,Nickel,Brass,0,24,1,125b,85b3
b183ad90fd,41f1030655,Brass,Nickel,0,18,0,85b3,125b
41f1030655,7b5563a5da,Nickel,Brass,0,24,1,125b,85b3
7b5563a5da,41f1030655,Brass,Nickel,0,21,1,85b3,125b
41f1030655,bf39a74355,Nickel,Nickel,0,24,1,125b,85b3
bf39a74355,41f1030655,Nickel,Nickel,0,32,1,85b3,125b
41f1030655,96682fe629,Nickel,Nickel,0,24,1,125b,85b3
96682fe629,41f1030655,Nickel,Nickel,0,30,1,85b3,125b
41f1030655,63e2a29286,Nickel,Nickel,0,24,1,125b,85b3
63e2a29286,41f1030655,Nickel,Nickel,0,25,1,85b3,125b
41f1030655,4604a209c8,Nickel,Nickel,0,24,1,125b,85b3
4604a209c8,41f1030655,Nickel,Nickel,0,26,1,85b3,125b
d00bf582d1,9f5cee2a11,Brass,Nickel,0,16,1,125b,125b
9f5cee2a11,d00bf582d1,Nickel,Brass,0,25,1,125b,125b
d00bf582d1,b4f6763191,Brass,Nickel,0,16,0,125b,125b
b4f6763191,d00bf582d1,Nickel,Brass,0,21,0,125b,125b
d00bf582d1,eb19c4c309,Brass,Nickel,0,16,0,125b,125b
eb19c4c309,d00bf582d1,Nickel,Brass,0,23,0,125b,125b
d00bf582d1,3c6819beb9,Brass,Brass,0,16,0,125b,125b
3c6819beb9,d00bf582d1,Brass,Brass,0,16,1,125b,125b
d00bf582d1,88c293654f,Brass,Nickel,0,16,0,125b,125b
88c293654f,d00bf582d1,Nickel,Brass,0,28,1,125b,125b
d00bf582d1,d5070cee0f,Brass,Nickel,0,16,0,125b,125b
d5070cee0f,d00bf582d1,Nickel,Brass,0,26,2,125b,125b
d00bf582d1,27c03bf211,Brass,Nickel,0,16,1,125b,125b
27c03bf211,d00bf582d1,Nickel,Brass,0,26,2,125b,125b
d00bf582d1,a80b46b6d1,Brass,Brass,0,16,0,125b,125b
a80b46b6d1,d00bf582d1,Brass,Brass,0,23,1,125b,125b
d00bf582d1,8197f401c9,Brass,Nickel,0,16,1,125b,125b
8197f401c9,d00bf582d1,Nickel,Brass,0,23,1,125b,125b
d00bf582d1,bf77a5ca9b,Brass,Brass,0,16,1,125b,125b
bf77a5ca9b,d00bf582d1,Brass,Brass,0,23,1,125b,125b
d00bf582d1,a3b1085bea,Brass,Brass,0,16,0,125b,125b
a3b1085bea,d00bf582d1,Brass,Brass,0,18,0,125b,125b
d00bf582d1,803e2e304c,Brass,Nickel,0,16,1,125b,125b
803e2e304c,d00bf582d1,Nickel,Brass,0,26,2,125b,125b
d00bf582d1,5187134316,Brass,Brass,0,16,1,125b,125b
5187134316,d00bf582d1,Brass,Brass,0,26,1,125b,125b
d00bf582d1,81a541161d,Brass,Brass,0,16,1,125b,125b
81a541161d,d00bf582d1,Brass,Brass,0,23,1,125b,125b
d00bf582d1,6e46d2b898,Brass,Brass,0,16,1,125b,125b
6e46d2b898,d00bf582d1,Brass,Brass,0,11,0,125b,125b
d00bf582d1,db4804f266,Brass,Nickel,0,16,0,125b,125b
db4804f266,d00bf582d1,Nickel,Brass,0,23,1,125b,125b
d00bf582d1,a54ce43a84,Brass,Nickel,0,16,1,125b,125b
a54ce43a84,d00bf582d1,Nickel,Brass,0,23,1,125b,125b
d00bf582d1,0db08b7f9e,Brass,Nickel,0,16,0,125b,125b
0db08b7f9e,d00bf582d1,Nickel,Brass,0,20,0,125b,125b
d00bf582d1,9c6504e345,Brass,Brass,0,16,1,125b,125b
9c6504e345,d00bf582d1,Brass,Brass,0,24,1,125b,125b
d00bf582d1,3443ea5ba5,Brass,Brass,0,16,0,125b,125b
3443ea5ba5,d00bf582d1,Brass,Brass,0,30,2,125b,125b
d00bf582d1,1f2544214d,Brass,Nickel,0,16,2,125b,125b
1f2544214d,d00bf582d1,Nickel,Brass,0,26,1,125b,125b
d00bf582d1,0e45ff7118,Brass,Brass,0,16,1,125b,125b
0e45ff7118,d00bf582d1,Brass,Brass,0,16,2,125b,125b
d00bf582d1,c2081b71be,Brass,Nickel,0,16,1,125b,125b
c2081b71be,d00bf582d1,Nickel,Brass,0,21,1,125b,125b
d00bf582d1,4e0193ff9e,Brass,Nickel,0,16,0,125b,125b
4e0193ff9e,d00bf582d1,Nickel,Brass,0,27,1,125b,125b
d00bf582d1,2d95605114,Brass,Brass,0,16,1,125b,fcc2
2d95605114,d00bf582d1,Brass,Brass,0,43,1,fcc2,125b
d00bf582d1,84106ae247,Brass,Nickel,0,16,0,125b,fcc2
84106ae247,d00bf582d1,Nickel,Brass,0,48,1,fcc2,125b
d00bf582d1,eb358a4d60,Brass,Brass,0,16,0,125b,fcc2
eb358a4d60,d00bf582d1,Brass,Brass,0,28,1,fcc2,125b
d00bf582d1,dc441ada9f,Brass,Nickel,0,16,1,125b,fcc2
dc441ada9f,d00bf582d1,Nickel,Brass,0,50,1,fcc2,125b
d00bf582d1,5d25cd3446,Brass,Nickel,0,16,1,125b,fcc2
5d25cd3446,d00bf582d1,Nickel,Brass,0,34,1,fcc2,125b
d00bf582d1,5b23b59131,Brass,Brass,0,16,1,125b,fcc2
5b23b59131,d00bf582d1,Brass,Brass,0,44,1,fcc2,125b
d00bf582d1,a672c8a1fa,Brass,Brass,0,16,1,125b,fcc2
a672c8a1fa,d00bf582d1,Brass,Brass,0,34,1,fcc2,125b
d00bf582d1,247918f662,Brass,Nickel,0,16,1,125b,fcc2
247918f662,d00bf582d1,Nickel,Brass,0,44,1,fcc2,125b
d00bf582d1,55353f0163,Brass,Nickel,0,16,0,125b,fcc2
55353f0163,d00bf582d1,Nickel,Brass,0,56,1,fcc2,125b
d00bf582d1,02947d29e4,Brass,Nickel,0,16,1,125b,2031
02947d29e4,d00bf582d1,Nickel,Brass,0,31,2,2031,125b
d00bf582d1,e86c75e79f,Brass,Nickel,0,16,1,125b,2031
e86c75e79f,d00bf582d1,Nickel,Brass,0,30,2,2031,125b
d00bf582d1,b3ac369bf4,Brass,Nickel,0,16,1,125b,2031
b3ac369bf4,d00bf582d1,Nickel,Brass,0,31,2,2031,125b
d00bf582d1,486a559005,Brass,Brass,0,16,0,125b,2031
486a559005,d00bf582d1,Brass,Brass,0,27,1,2031,125b
d00bf582d1,c720426380,Brass,Nickel,0,16,2,125b,2031
c720426380,d00bf582d1,Nickel,Brass,0,33,1,2031,125b
d00bf582d1,e94f036fc5,Brass,Nickel,0,16,1,125b,2031
e94f036fc5,d00bf582d1,Nickel,Brass,0,30,1,2031,125b
d00bf582d1,76bc55555d,Brass,Nickel,0,16,0,125b,2031
76bc55555d,d00bf582d1,Nickel,Brass,0,37,1,2031,125b
d00bf582d1,fc45467ffe,Brass,Nickel,0,16,1,125b,2031
fc45467ffe,d00bf582d1,Nickel,Brass,0,30,1,2031,125b
d00bf582d1,75bfb64db5,Brass,Nickel,0,16,0,125b,2031
75bfb64db5,d00bf582d1,Nickel,Brass,0,37,1,2031,125b
d00bf582d1,376243150e,Brass,Nickel,0,16,0,125b,2031
376243150e,d00bf582d1,Nickel,Brass,0,32,2,2031,125b
d00bf582d1,38ef822a2c,Brass,Nickel,0,16,0,125b,2031
38ef822a2c,d00bf582d1,Nickel,Brass,0,20,0,2031,125b
d00bf582d1,c19c27cb07,Brass,Nickel,0,16,2,125b,2031
c19c27cb07,d00bf582d1,Nickel,Brass,0,23,2,2031,125b
d00bf582d1,ebeb95ffcb,Brass,Nickel,0,16,0,125b,2031
ebeb95ffcb,d00bf582d1,Nickel,Brass,0,26,1,2031,125b
d00bf582d1,054ff5af96,Brass,Nickel,0,16,1,125b,2031
054ff5af96,d00bf582d1,Nickel,Brass,0,30,1,2031,125b
d00bf582d1,47e4c51fd8,Brass,Nickel,0,16,1,125b,2031
47e4c51fd8,d00bf582d1,Nickel,Brass,0,31,1,2031,125b
d00bf582d1,f15352c9a3,Brass,Nickel,0,16,0,125b,2031
f15352c9a3,d00bf582d1,Nickel,Brass,0,24,2,2031,125b
d00bf582d1,9086d2ca3d,Brass,Nickel,0,16,1,125b,2031
9086d2ca3d,d00bf582d1,Nickel,Brass,0,28,1,2031,125b
d00bf582d1,d0c419dc2a,Brass,Nickel,0,16,0,125b,2031
d0c419dc2a,d00bf582d1,Nickel,Brass,0,28,0,2031,125b
d00bf582d1,5bd399d4e4,Brass,Nickel,0,16,0,125b,2031
5bd399d4e4,d00bf582d1,Nickel,Brass,0,30,0,2031,125b
d00bf582d1,e71cf87e3f,Brass,Nickel,0,16,0,125b,2031
e71cf87e3f,d00bf582d1,Nickel,Brass,0,27,0,2031,125b
d00bf582d1,405e6fb3cc,Brass,Nickel,0,16,0,125b,2031
405e6fb3cc,d00bf582d1,Nickel,Brass,0,24,1,2031,125b
d00bf582d1,9832ccda19,Brass,Nickel,0,16,0,125b,2031
9832ccda19,d00bf582d1,Nickel,Brass,0,32,2,2031,125b
d00bf582d1,fd7f2ac2e6,Brass,Nickel,0,16,1,125b,2031
fd7f2ac2e6,d00bf582d1,Nickel,Brass,0,28,0,2031,125b
d00bf582d1,7eb73b69a2,Brass,Nickel,0,16,1,125b,2031
7eb73b69a2,d00bf582d1,Nickel,Brass,0,16,1,2031,125b
d00bf582d1,452fe434c6,Brass,Brass,0,16,1,125b,2031
452fe434c6,d00bf582d1,Brass,Brass,0,30,2,2031,125b
d00bf582d1,afed40ee94,Brass,Nickel,0,16,1,125b,2031
afed40ee94,d00bf582d1,Nickel,Brass,0,30,1,2031,125b
d00bf582d1,092733cb5a,Brass,Nickel,0,16,1,125b,2031
092733cb5a,d00bf582d1,Nickel,Brass,0,30,1,2031,125b
d00bf582d1,1a032b03d2,Brass,Nickel,0,16,0,125b,2031
1a032b03d2,d00bf582d1,Nickel,Brass,0,25,0,2031,125b
d00bf582d1,80bcb3c703,Brass,Nickel,0,16,2,125b,2031
80bcb3c703,d00bf582d1,Nickel,Brass,0,30,0,2031,125b
d00bf582d1,20687884b3,Brass,Nickel,0,16,1,125b,2031
20687884b3,d00bf582d1,Nickel,Brass,0,30,1,2031,125b
d00bf582d1,934c7e7ee4,Brass,Nickel,0,16,2,125b,2031
934c7e7ee4,d00bf582d1,Nickel,Brass,0,27,1,2031,125b
d00bf582d1,0dd2c0579c,Brass,Nickel,0,16,1,125b,2031
0dd2c0579c,d00bf582d1,Nickel,Brass,0,24,1,2031,125b
d00bf582d1,dc7048e78d,Brass,Brass,0,16,0,125b,2031
dc7048e78d,d00bf582d1,Brass,Brass,0,29,1,2031,125b
d00bf582d1,85f0782ccf,Brass,Nickel,0,16,1,125b,2031
85f0782ccf,d00bf582d1,Nickel,Brass,0,31,2,2031,125b
d00bf582d1,cf64a06a77,Brass,Nickel,0,16,0,125b,2031
cf64a06a77,d00bf582d1,Nickel,Brass,0,31,2,2031,125b
d00bf582d1,55fd02a3a3,Brass,Nickel,0,16,1,125b,2031
55fd02a3a3,d00bf582d1,Nickel,Brass,0,30,1,2031,125b
d00bf582d1,013b07f331,Brass,Nickel,0,16,0,125b,2031
013b07f331,d00bf582d1,Nickel,Brass,0,30,1,2031,125b
d00bf582d1,a987dc8828,Brass,Nickel,0,16,0,125b,2031
a987dc8828,d00bf582d1,Nickel,Brass,0,22,0,2031,125b
d00bf582d1,39199f2515,Brass,Nickel,0,16,1,125b,85b3
39199f2515,d00bf582d1,Nickel,Brass,0,24,1,85b3,125b
d00bf582d1,ea52448b24,Brass,Brass,0,16,1,125b,85b3
ea52448b24,d00bf582d1,Brass,Brass,0,20,1,85b3,125b
d00bf582d1,e276fdcf6d,Brass,Brass,0,16,0,125b,85b3
e276fdcf6d,d00bf582d1,Brass,Brass,0,16,1,85b3,125b
d00bf582d1,674b436f3a,Brass,Nickel,0,16,0,125b,85b3
674b436f3a,d00bf582d1,Nickel,Brass,0,21,1,85b3,125b
d00bf582d1,1a77ba21c8,Brass,Brass,0,16,1,125b,85b3
1a77ba21c8,d00bf582d1,Brass,Brass,0,19,1,85b3,125b
d00bf582d1,f32a57a32f,Brass,Nickel,0,16,1,125b,85b3
f32a57a32f,d00bf582d1,Nickel,Brass,0,15,0,85b3,125b
d00bf582d1,1dcecfe7ef,Brass,Nickel,0,16,0,125b,85b3
1dcecfe7ef,d00bf582d1,Nickel,Brass,0,18,1,85b3,125b
d00bf582d1,e1d10c4c9a,Brass,Brass,0,16,1,125b,85b3
e1d10c4c9a,d00bf582d1,Brass,Brass,0,21,1,85b3,125b
d00bf582d1,5d578deaca,Brass,Nickel,0,16,1,125b,85b3
5d578deaca,d00bf582d1,Nickel,Brass,0,23,1,85b3,125b
d00bf582d1,bd9ba9bfd9,Brass,Nickel,0,16,1,125b,85b3
bd9ba9bfd9,d00bf582d1,Nickel,Brass,0,30,1,85b3,125b
d00bf582d1,969de41074,Brass,Nickel,0,16,1,125b,85b3
969de41074,d00bf582d1,Nickel,Brass,0,18,1,85b3,125b
d00bf582d1,f8a165aa6d,Brass,Nickel,0,16,1,125b,85b3
f8a165aa6d,d00bf582d1,Nickel,Brass,0,25,1,85b3,125b
d00bf582d1,58690e69c3,Brass,Brass,0,16,1,125b,85b3
58690e69c3,d00bf582d1,Brass,Brass,0,22,1,85b3,125b
d00bf582d1,419d3b7b8b,Brass,Brass,0,16,0,125b,85b3
419d3b7b8b,d00bf582d1,Brass,Brass,0,18,1,85b3,125b
d00bf582d1,24f6dbda7e,Brass,Nickel,0,16,1,125b,85b3
24f6dbda7e,d00bf582d1,Nickel,Brass,0,26,2,85b3,125b
d00bf582d1,e67eb5a673,Brass,Nickel,0,16,0,125b,85b3
e67eb5a673,d00bf582d1,Nickel,Brass,0,25,0,85b3,125b
d00bf582d1,61668d1fb7,Brass,Brass,0,16,1,125b,85b3
61668d1fb7,d00bf582d1,Brass,Brass,0,20,1,85b3,125b
d00bf582d1,5f8cdc8a2c,Brass,Brass,0,16,1,125b,85b3
5f8cdc8a2c,d00bf582d1,Brass,Brass,0,22,2,85b3,125b
d00bf582d1,328b732c85,Brass,Brass,0,16,1,125b,85b3
328b732c85,d00bf582d1,Brass,Brass,0,18,0,85b3,125b
d00bf582d1,a98af1afc1,Brass,Nickel,0,16,1,125b,85b3
a98af1afc1,d00bf582d1,Nickel,Brass,0,30,2,85b3,125b
d00bf582d1,bbc3c2b96b,Brass,Nickel,0,16,0,125b,85b3
bbc3c2b96b,d00bf582d1,Nickel,Brass,0,26,1,85b3,125b
d00bf582d1,d6a27920cc,Brass,Nickel,0,16,0,125b,85b3
d6a27920cc,d00bf582d1,Nickel,Brass,0,28,1,85b3,125b
d00bf582d1,8c30b73ef2,Brass,Brass,0,16,1,125b,85b3
8c30b73ef2,d00bf582d1,Brass,Brass,0,16,1,85b3,125b
d00bf582d1,c28d051c91,Brass,Nickel,0,16,0,125b,85b3
c28d051c91,d00bf582d1,Nickel,Brass,0,19,0,85b3,125b
d00bf582d1,1a06517ab5,Brass,Brass,0,16,1,125b,85b3
1a06517ab5,d00bf582d1,Brass,Brass,0,22,1,85b3,125b
d00bf582d1,d632324bc2,Brass,Brass,0,16,2,125b,85b3
d632324bc2,d00bf582d1,Brass,Brass,0,19,1,85b3,125b
d00bf582d1,0ae9089aac,Brass,Nickel,0,16,0,125b,85b3
0ae9089aac,d00bf582d1,Nickel,Brass,0,37,2,85b3,125b
d00bf582d1,c8cf7b0a72,Brass,Nickel,0,16,1,125b,85b3
c8cf7b0a72,d00bf582d1,Nickel,Brass,0,23,1,85b3,125b
d00bf582d1,3cb96b1795,Brass,Brass,0,16,0,125b,85b3
3cb96b1795,d00bf582d1,Brass,Brass,0,22,0,85b3,125b
d00bf582d1,5124e63bf7,Brass,Nickel,0,16,1,125b,85b3
5124e63bf7,d00bf582d1,Nickel,Brass,0,29,1,85b3,125b
d00bf582d1,738f1f49ca,Brass,Nickel,0,16,0,125b,85b3
738f1f49ca,d00bf582d1,Nickel,Brass,0,20,0,85b3,125b
d00bf582d1,f7d102c093,Brass,Nickel,0,16,0,125b,85b3
f7d102c093,d00bf582d1,Nickel,Brass,0,26,1,85b3,125b
d00bf582d1,b183ad90fd,Brass,Brass,0,16,1,125b,85b3
b183ad90fd,d00bf582d1,Brass,Brass,0,18,1,85b3,125b
d00bf582d1,7b5563a5da,Brass,Brass,0,16,0,125b,85b3
