Type1,Type2,Weapon1,Weapon2,Material1,Material2,Hypothesis,Matching Cells,Total Cells
934c,9086,934c7e7ee4,9086d2ca3d,Nickel,Nickel,0,2,27
9086,0dd2,9086d2ca3d,0dd2c0579c,Nickel,Nickel,0,1,28
0dd2,9086,0dd2c0579c,9086d2ca3d,Nickel,Nickel,0,2,24
9086,dc70,9086d2ca3d,dc7048e78d,Nickel,Brass,0,1,28
dc70,9086,dc7048e78d,9086d2ca3d,Brass,Nickel,0,1,29
9086,85f0,9086d2ca3d,85f0782ccf,Nickel,Nickel,0,1,28
85f0,9086,85f0782ccf,9086d2ca3d,Nickel,Nickel,0,2,31
9086,cf64,9086d2ca3d,cf64a06a77,Nickel,Nickel,0,1,28
cf64,9086,cf64a06a77,9086d2ca3d,Nickel,Nickel,0,1,31
9086,55fd,9086d2ca3d,55fd02a3a3,Nickel,Nickel,0,2,28
55fd,9086,55fd02a3a3,9086d2ca3d,Nickel,Nickel,0,1,30
9086,013b,9086d2ca3d,013b07f331,Nickel,Nickel,0,2,28
013b,9086,013b07f331,9086d2ca3d,Nickel,Nickel,0,1,30
9086,a987,9086d2ca3d,a987dc8828,Nickel,Nickel,0,1,28
a987,9086,a987dc8828,9086d2ca3d,Nickel,Nickel,0,1,22
9086,3919,9086d2ca3d,39199f2515,Nickel,Nickel,0,1,28
3919,9086,39199f2515,9086d2ca3d,Nickel,Nickel,0,2,24
9086,ea52,9086d2ca3d,ea52448b24,Nickel,Brass,0,1,28
ea52,9086,ea52448b24,9086d2ca3d,Brass,Nickel,0,2,20
9086,e276,9086d2ca3d,e276fdcf6d,Nickel,Brass,0,1,28
e276,9086,e276fdcf6d,9086d2ca3d,Brass,Nickel,0,1,16
9086,674b,9086d2ca3d,674b436f3a,Nickel,Nickel,0,1,28
674b,9086,674b436f3a,9086d2ca3d,Nickel,Nickel,0,1,21
9086,1a77,9086d2ca3d,1a77ba21c8,Nickel,Brass,0,1,28
1a77,9086,1a77ba21c8,9086d2ca3d,Brass,Nickel,0,1,19
9086,f32a,9086d2ca3d,f32a57a32f,Nickel,Nickel,0,1,28
f32a,9086,f32a57a32f,9086d2ca3d,Nickel,Nickel,0,0,15
9086,1dce,9086d2ca3d,1dcecfe7ef,Nickel,Nickel,0,0,28
1dce,9086,1dcecfe7ef,9086d2ca3d,Nickel,Nickel,0,0,18
9086,e1d1,9086d2ca3d,e1d10c4c9a,Nickel,Brass,0,2,28
e1d1,9086,e1d10c4c9a,9086d2ca3d,Brass,Nickel,0,2,21
9086,5d57,9086d2ca3d,5d578deaca,Nickel,Nickel,0,1,28
5d57,9086,5d578deaca,9086d2ca3d,Nickel,Nickel,0,1,23
9086,bd9b,9086d2ca3d,bd9ba9bfd9,Nickel,Nickel,0,2,28
bd9b,9086,bd9ba9bfd9,9086d2ca3d,Nickel,Nickel,0,1,30
9086,969d,9086d2ca3d,969de41074,Nickel,Nickel,0,1,28
969d,9086,969de41074,9086d2ca3d,Nickel,Nickel,0,0,18
9086,f8a1,9086d2ca3d,f8a165aa6d,Nickel,Nickel,0,2,28
f8a1,9086,f8a165aa6d,9086d2ca3d,Nickel,Nickel,0,1,25
9086,5869,9086d2ca3d,58690e69c3,Nickel,Brass,0,2,28
5869,9086,58690e69c3,9086d2ca3d,Brass,Nickel,0,1,22
9086,419d,9086d2ca3d,419d3b7b8b,Nickel,Brass,0,1,28
419d,9086,419d3b7b8b,9086d2ca3d,Brass,Nickel,0,1,18
9086,24f6,9086d2ca3d,24f6dbda7e,Nickel,Nickel,0,1,28
24f6,9086,24f6dbda7e,9086d2ca3d,Nickel,Nickel,0,1,26
9086,e67e,9086d2ca3d,e67eb5a673,Nickel,Nickel,0,1,28
e67e,9086,e67eb5a673,9086d2ca3d,Nickel,Nickel,0,2,25
9086,6166,9086d2ca3d,61668d1fb7,Nickel,Brass,0,1,28
6166,9086,61668d1fb7,9086d2ca3d,Brass,Nickel,0,0,20
9086,5f8c,9086d2ca3d,5f8cdc8a2c,Nickel,Brass,0,1,28
5f8c,9086,5f8cdc8a2c,9086d2ca3d,Brass,Nickel,0,1,22
9086,328b,9086d2ca3d,328b732c85,Nickel,Brass,0,1,28
328b,9086,328b732c85,9086d2ca3d,Brass,Nickel,0,0,18
9086,a98a,9086d2ca3d,a98af1afc1,Nickel,Nickel,0,1,28
a98a,9086,a98af1afc1,9086d2ca3d,Nickel,Nickel,0,1,30
9086,bbc3,9086d2ca3d,bbc3c2b96b,Nickel,Nickel,0,1,28
bbc3,9086,bbc3c2b96b,9086d2ca3d,Nickel,Nickel,0,2,26
9086,d6a2,9086d2ca3d,d6a27920cc,Nickel,Nickel,0,1,28
d6a2,9086,d6a27920cc,9086d2ca3d,Nickel,Nickel,0,1,28
9086,8c30,9086d2ca3d,8c30b73ef2,Nickel,Brass,0,2,28
8c30,9086,8c30b73ef2,9086d2ca3d,Brass,Nickel,0,1,16
9086,c28d,9086d2ca3d,c28d051c91,Nickel,Nickel,0,1,28
c28d,9086,c28d051c91,9086d2ca3d,Nickel,Nickel,0,0,19
9086,1a06,9086d2ca3d,1a06517ab5,Nickel,Brass,0,1,28
1a06,9086,1a06517ab5,9086d2ca3d,Brass,Nickel,0,2,22
9086,d632,9086d2ca3d,d632324bc2,Nickel,Brass,0,0,28
d632,9086,d632324bc2,9086d2ca3d,Brass,Nickel,0,0,19
9086,0ae9,9086d2ca3d,0ae9089aac,Nickel,Nickel,0,1,28
0ae9,9086,0ae9089aac,9086d2ca3d,Nickel,Nickel,0,1,37
9086,c8cf,9086d2ca3d,c8cf7b0a72,Nickel,Nickel,0,1,28
c8cf,9086,c8cf7b0a72,9086d2ca3d,Nickel,Nickel,0,1,23
9086,3cb9,9086d2ca3d,3cb96b1795,Nickel,Brass,0,1,28
3cb9,9086,3cb96b1795,9086d2ca3d,Brass,Nickel,0,1,22
9086,5124,9086d2ca3d,5124e63bf7,Nickel,Nickel,0,1,28
5124,9086,5124e63bf7,9086d2ca3d,Nickel,Nickel,0,1,29
9086,738f,9086d2ca3d,738f1f49ca,Nickel,Nickel,0,1,28
738f,9086,738f1f49ca,9086d2ca3d,Nickel,Nickel,0,1,20
9086,f7d1,9086d2ca3d,f7d102c093,Nickel,Nickel,0,1,28
f7d1,9086,f7d102c093,9086d2ca3d,Nickel,Nickel,0,0,26
9086,b183,9086d2ca3d,b183ad90fd,Nickel,Brass,0,2,28
b183,9086,b183ad90fd,9086d2ca3d,Brass,Nickel,0,0,18
9086,7b55,9086d2ca3d,7b5563a5da,Nickel,Brass,0,0,28
7b55,9086,7b5563a5da,9086d2ca3d,Brass,Nickel,0,1,21
9086,bf39,9086d2ca3d,bf39a74355,Nickel,Nickel,0,1,28
bf39,9086,bf39a74355,9086d2ca3d,Nickel,Nickel,0,1,32
9086,9668,9086d2ca3d,96682fe629,Nickel,Nickel,0,0,28
9668,9086,96682fe629,9086d2ca3d,Nickel,Nickel,0,1,30
9086,63e2,9086d2ca3d,63e2a29286,Nickel,Nickel,0,1,28
63e2,9086,63e2a29286,9086d2ca3d,Nickel,Nickel,0,2,25
9086,4604,9086d2ca3d,4604a209c8,Nickel,Nickel,0,1,28
4604,9086,4604a209c8,9086d2ca3d,Nickel,Nickel,0,0,26
d0c4,5bd3,d0c419dc2a,5bd399d4e4,Nickel,Nickel,0,1,28
5bd3,d0c4,5bd399d4e4,d0c419dc2a,Nickel,Nickel,0,1,30
d0c4,e71c,d0c419dc2a,e71cf87e3f,Nickel,Nickel,0,1,28
e71c,d0c4,e71cf87e3f,d0c419dc2a,Nickel,Nickel,0,1,27
d0c4,405e,d0c419dc2a,405e6fb3cc,Nickel,Nickel,0,1,28
405e,d0c4,405e6fb3cc,d0c419dc2a,Nickel,Nickel,0,1,24
d0c4,9832,d0c419dc2a,9832ccda19,Nickel,Nickel,0,1,28
9832,d0c4,9832ccda19,d0c419dc2a,Nickel,Nickel,0,1,32
d0c4,fd7f,d0c419dc2a,fd7f2ac2e6,Nickel,Nickel,0,1,28
fd7f,d0c4,fd7f2ac2e6,d0c419dc2a,Nickel,Nickel,0,2,28
d0c4,7eb7,d0c419dc2a,7eb73b69a2,Nickel,Nickel,0,2,28
7eb7,d0c4,7eb73b69a2,d0c419dc2a,Nickel,Nickel,0,0,16
d0c4,452f,d0c419dc2a,452fe434c6,Nickel,Brass,0,1,28
452f,d0c4,452fe434c6,d0c419dc2a,Brass,Nickel,0,1,30
d0c4,afed,d0c419dc2a,afed40ee94,Nickel,Nickel,0,1,28
afed,d0c4,afed40ee94,d0c419dc2a,Nickel,Nickel,0,2,30
d0c4,0927,d0c419dc2a,092733cb5a,Nickel,Nickel,0,2,28
0927,d0c4,092733cb5a,d0c419dc2a,Nickel,Nickel,0,2,30
d0c4,1a03,d0c419dc2a,1a032b03d2,Nickel,Nickel,0,2,28
1a03,d0c4,1a032b03d2,d0c419dc2a,Nickel,Nickel,0,1,25
d0c4,80bc,d0c419dc2a,80bcb3c703,Nickel,Nickel,0,1,28
80bc,d0c4,80bcb3c703,d0c419dc2a,Nickel,Nickel,0,1,30
d0c4,2068,d0c419dc2a,20687884b3,Nickel,Nickel,0,1,28
2068,d0c4,20687884b3,d0c419dc2a,Nickel,Nickel,0,2,30
d0c4,934c,d0c419dc2a,934c7e7ee4,Nickel,Nickel,0,1,28
934c,d0c4,934c7e7ee4,d0c419dc2a,Nickel,Nickel,0,1,27
d0c4,0dd2,d0c419dc2a,0dd2c0579c,Nickel,Nickel,0,1,28
0dd2,d0c4,0dd2c0579c,d0c419dc2a,Nickel,Nickel,0,1,24
d0c4,dc70,d0c419dc2a,dc7048e78d,Nickel,Brass,0,1,28
dc70,d0c4,dc7048e78d,d0c419dc2a,Brass,Nickel,0,1,29
d0c4,85f0,d0c419dc2a,85f0782ccf,Nickel,Nickel,0,1,28
85f0,d0c4,85f0782ccf,d0c419dc2a,Nickel,Nickel,0,2,31
d0c4,cf64,d0c419dc2a,cf64a06a77,Nickel,Nickel,0,2,28
cf64,d0c4,cf64a06a77,d0c419dc2a,Nickel,Nickel,0,2,31
d0c4,55fd,d0c419dc2a,55fd02a3a3,Nickel,Nickel,0,1,28
55fd,d0c4,55fd02a3a3,d0c419dc2a,Nickel,Nickel,0,1,30
d0c4,013b,d0c419dc2a,013b07f331,Nickel,Nickel,0,1,28
013b,d0c4,013b07f331,d0c419dc2a,Nickel,Nickel,0,1,30
d0c4,a987,d0c419dc2a,a987dc8828,Nickel,Nickel,0,0,28
a987,d0c4,a987dc8828,d0c419dc2a,Nickel,Nickel,0,1,22
d0c4,3919,d0c419dc2a,39199f2515,Nickel,Nickel,0,2,28
3919,d0c4,39199f2515,d0c419dc2a,Nickel,Nickel,0,1,24
d0c4,ea52,d0c419dc2a,ea52448b24,Nickel,Brass,0,1,28
ea52,d0c4,ea52448b24,d0c419dc2a,Brass,Nickel,0,1,20
d0c4,e276,d0c419dc2a,e276fdcf6d,Nickel,Brass,0,2,28
e276,d0c4,e276fdcf6d,d0c419dc2a,Brass,Nickel,0,1,16
d0c4,674b,d0c419dc2a,674b436f3a,Nickel,Nickel,0,1,28
674b,d0c4,674b436f3a,d0c419dc2a,Nickel,Nickel,0,0,21
d0c4,1a77,d0c419dc2a,1a77ba21c8,Nickel,Brass,0,0,28
1a77,d0c4,1a77ba21c8,d0c419dc2a,Brass,Nickel,0,0,19
d0c4,f32a,d0c419dc2a,f32a57a32f,Nickel,Nickel,0,2,28
f32a,d0c4,f32a57a32f,d0c419dc2a,Nickel,Nickel,0,0,15
d0c4,1dce,d0c419dc2a,1dcecfe7ef,Nickel,Nickel,0,1,28
1dce,d0c4,1dcecfe7ef,d0c419dc2a,Nickel,Nickel,0,1,18
d0c4,e1d1,d0c419dc2a,e1d10c4c9a,Nickel,Brass,0,0,28
e1d1,d0c4,e1d10c4c9a,d0c419dc2a,Brass,Nickel,0,0,21
d0c4,5d57,d0c419dc2a,5d578deaca,Nickel,Nickel,0,1,28
5d57,d0c4,5d578deaca,d0c419dc2a,Nickel,Nickel,0,1,23
d0c4,bd9b,d0c419dc2a,bd9ba9bfd9,Nickel,Nickel,0,1,28
bd9b,d0c4,bd9ba9bfd9,d0c419dc2a,Nickel,Nickel,0,1,30
d0c4,969d,d0c419dc2a,969de41074,Nickel,Nickel,0,2,28
969d,d0c4,969de41074,d0c419dc2a,Nickel,Nickel,0,1,18
d0c4,f8a1,d0c419dc2a,f8a165aa6d,Nickel,Nickel,0,1,28
f8a1,d0c4,f8a165aa6d,d0c419dc2a,Nickel,Nickel,0,1,25
d0c4,5869,d0c419dc2a,58690e69c3,Nickel,Brass,0,1,28
5869,d0c4,58690e69c3,d0c419dc2a,Brass,Nickel,0,1,22
d0c4,419d,d0c419dc2a,419d3b7b8b,Nickel,Brass,0,1,28
419d,d0c4,419d3b7b8b,d0c419dc2a,Brass,Nickel,0,0,18
d0c4,24f6,d0c419dc2a,24f6dbda7e,Nickel,Nickel,0,1,28
24f6,d0c4,24f6dbda7e,d0c419dc2a,Nickel,Nickel,0,1,26
d0c4,e67e,d0c419dc2a,e67eb5a673,Nickel,Nickel,0,0,28
e67e,d0c4,e67eb5a673,d0c419dc2a,Nickel,Nickel,0,1,25
d0c4,6166,d0c419dc2a,61668d1fb7,Nickel,Brass,0,1,28
6166,d0c4,61668d1fb7,d0c419dc2a,Brass,Nickel,0,2,20
d0c4,5f8c,d0c419dc2a,5f8cdc8a2c,Nickel,Brass,0,1,28
5f8c,d0c4,5f8cdc8a2c,d0c419dc2a,Brass,Nickel,0,1,22
d0c4,328b,d0c419dc2a,328b732c85,Nickel,Brass,0,1,28
328b,d0c4,328b732c85,d0c419dc2a,Brass,Nickel,0,0,18
d0c4,a98a,d0c419dc2a,a98af1afc1,Nickel,Nickel,0,1,28
a98a,d0c4,a98af1afc1,d0c419dc2a,Nickel,Nickel,0,1,30
d0c4,bbc3,d0c419dc2a,bbc3c2b96b,Nickel,Nickel,0,1,28
bbc3,d0c4,bbc3c2b96b,d0c419dc2a,Nickel,Nickel,0,1,26
d0c4,d6a2,d0c419dc2a,d6a27920cc,Nickel,Nickel,0,1,28
d6a2,d0c4,d6a27920cc,d0c419dc2a,Nickel,Nickel,0,0,28
d0c4,8c30,d0c419dc2a,8c30b73ef2,Nickel,Brass,0,2,28
8c30,d0c4,8c30b73ef2,d0c419dc2a,Brass,Nickel,0,0,16
d0c4,c28d,d0c419dc2a,c28d051c91,Nickel,Nickel,0,1,28
c28d,d0c4,c28d051c91,d0c419dc2a,Nickel,Nickel,0,0,19
d0c4,1a06,d0c419dc2a,1a06517ab5,Nickel,Brass,0,1,28
1a06,d0c4,1a06517ab5,d0c419dc2a,Brass,Nickel,0,1,22
d0c4,d632,d0c419dc2a,d632324bc2,Nickel,Brass,0,1,28
d632,d0c4,d632324bc2,d0c419dc2a,Brass,Nickel,0,0,19
d0c4,0ae9,d0c419dc2a,0ae9089aac,Nickel,Nickel,0,1,28
0ae9,d0c4,0ae9089aac,d0c419dc2a,Nickel,Nickel,0,1,37
d0c4,c8cf,d0c419dc2a,c8cf7b0a72,Nickel,Nickel,0,1,28
c8cf,d0c4,c8cf7b0a72,d0c419dc2a,Nickel,Nickel,0,1,23
d0c4,3cb9,d0c419dc2a,3cb96b1795,Nickel,Brass,0,1,28
3cb9,d0c4,3cb96b1795,d0c419dc2a,Brass,Nickel,0,1,22
d0c4,5124,d0c419dc2a,5124e63bf7,Nickel,Nickel,0,1,28
5124,d0c4,5124e63bf7,d0c419dc2a,Nickel,Nickel,0,1,29
d0c4,738f,d0c419dc2a,738f1f49ca,Nickel,Nickel,0,2,28
738f,d0c4,738f1f49ca,d0c419dc2a,Nickel,Nickel,0,0,20
d0c4,f7d1,d0c419dc2a,f7d102c093,Nickel,Nickel,0,1,28
f7d1,d0c4,f7d102c093,d0c419dc2a,Nickel,Nickel,0,1,26
d0c4,b183,d0c419dc2a,b183ad90fd,Nickel,Brass,0,2,28
b183,d0c4,b183ad90fd,d0c419dc2a,Brass,Nickel,0,2,18
d0c4,7b55,d0c419dc2a,7b5563a5da,Nickel,Brass,0,1,28
7b55,d0c4,7b5563a5da,d0c419dc2a,Brass,Nickel,0,1,21
d0c4,bf39,d0c419dc2a,bf39a74355,Nickel,Nickel,0,0,28
bf39,d0c4,bf39a74355,d0c419dc2a,Nickel,Nickel,0,1,32
d0c4,9668,d0c419dc2a,96682fe629,Nickel,Nickel,0,1,28
9668,d0c4,96682fe629,d0c419dc2a,Nickel,Nickel,0,1,30
d0c4,63e2,d0c419dc2a,63e2a29286,Nickel,Nickel,0,1,28
63e2,d0c4,63e2a29286,d0c419dc2a,Nickel,Nickel,0,1,25
d0c4,4604,d0c419dc2a,4604a209c8,Nickel,Nickel,0,2,28
4604,d0c4,4604a209c8,d0c419dc2a,Nickel,Nickel,0,1,26
5bd3,e71c,5bd399d4e4,e71cf87e3f,Nickel,Nickel,0,1,30
e71c,5bd3,e71cf87e3f,5bd399d4e4,Nickel,Nickel,0,1,27
5bd3,405e,5bd399d4e4,405e6fb3cc,Nickel,Nickel,0,1,30
405e,5bd3,405e6fb3cc,5bd399d4e4,Nickel,Nickel,0,0,24
5bd3,9832,5bd399d4e4,9832ccda19,Nickel,Nickel,0,1,30
9832,5bd3,9832ccda19,5bd399d4e4,Nickel,Nickel,0,1,32
5bd3,fd7f,5bd399d4e4,fd7f2ac2e6,Nickel,Nickel,0,1,30
fd7f,5bd3,fd7f2ac2e6,5bd399d4e4,Nickel,Nickel,0,1,28
5bd3,7eb7,5bd399d4e4,7eb73b69a2,Nickel,Nickel,0,1,30
7eb7,5bd3,7eb73b69a2,5bd399d4e4,Nickel,Nickel,0,0,16
5bd3,452f,5bd399d4e4,452fe434c6,Nickel,Brass,0,1,30
452f,5bd3,452fe434c6,5bd399d4e4,Brass,Nickel,0,1,30
5bd3,afed,5bd399d4e4,afed40ee94,Nickel,Nickel,0,1,30
afed,5bd3,afed40ee94,5bd399d4e4,Nickel,Nickel,0,1,30
5bd3,0927,5bd399d4e4,092733cb5a,Nickel,Nickel,0,1,30
0927,5bd3,092733cb5a,5bd399d4e4,Nickel,Nickel,0,1,30
5bd3,1a03,5bd399d4e4,1a032b03d2,Nickel,Nickel,0,1,30
1a03,5bd3,1a032b03d2,5bd399d4e4,Nickel,Nickel,0,0,25
5bd3,80bc,5bd399d4e4,80bcb3c703,Nickel,Nickel,0,2,30
80bc,5bd3,80bcb3c703,5bd399d4e4,Nickel,Nickel,0,1,30
5bd3,2068,5bd399d4e4,20687884b3,Nickel,Nickel,0,1,30
2068,5bd3,20687884b3,5bd399d4e4,Nickel,Nickel,0,1,30
5bd3,934c,5bd399d4e4,934c7e7ee4,Nickel,Nickel,0,1,30
934c,5bd3,934c7e7ee4,5bd399d4e4,Nickel,Nickel,0,1,27
5bd3,0dd2,5bd399d4e4,0dd2c0579c,Nickel,Nickel,0,2,30
0dd2,5bd3,0dd2c0579c,5bd399d4e4,Nickel,Nickel,0,1,24
5bd3,dc70,5bd399d4e4,dc7048e78d,Nickel,Brass,0,1,30
dc70,5bd3,dc7048e78d,5bd399d4e4,Brass,Nickel,0,1,29
5bd3,85f0,5bd399d4e4,85f0782ccf,Nickel,Nickel,0,1,30
85f0,5bd3,85f0782ccf,5bd399d4e4,Nickel,Nickel,0,1,31
5bd3,cf64,5bd399d4e4,cf64a06a77,Nickel,Nickel,0,1,30
cf64,5bd3,cf64a06a77,5bd399d4e4,Nickel,Nickel,0,1,31
5bd3,55fd,5bd399d4e4,55fd02a3a3,Nickel,Nickel,0,1,30
55fd,5bd3,55fd02a3a3,5bd399d4e4,Nickel,Nickel,0,1,30
5bd3,013b,5bd399d4e4,013b07f331,Nickel,Nickel,0,1,30
013b,5bd3,013b07f331,5bd399d4e4,Nickel,Nickel,0,2,30
5bd3,a987,5bd399d4e4,a987dc8828,Nickel,Nickel,0,1,30
a987,5bd3,a987dc8828,5bd399d4e4,Nickel,Nickel,0,0,22
5bd3,3919,5bd399d4e4,39199f2515,Nickel,Nickel,0,1,30
3919,5bd3,39199f2515,5bd399d4e4,Nickel,Nickel,0,1,24
5bd3,ea52,5bd399d4e4,ea52448b24,Nickel,Brass,0,1,30
ea52,5bd3,ea52448b24,5bd399d4e4,Brass,Nickel,0,1,20
5bd3,e276,5bd399d4e4,e276fdcf6d,Nickel,Brass,0,1,30
e276,5bd3,e276fdcf6d,5bd399d4e4,Brass,Nickel,0,1,16
5bd3,674b,5bd399d4e4,674b436f3a,Nickel,Nickel,0,1,30
674b,5bd3,674b436f3a,5bd399d4e4,Nickel,Nickel,0,2,21
5bd3,1a77,5bd399d4e4,1a77ba21c8,Nickel,Brass,0,1,30
1a77,5bd3,1a77ba21c8,5bd399d4e4,Brass,Nickel,0,1,19
5bd3,f32a,5bd399d4e4,f32a57a32f,Nickel,Nickel,0,1,30
f32a,5bd3,f32a57a32f,5bd399d4e4,Nickel,Nickel,0,0,15
5bd3,1dce,5bd399d4e4,1dcecfe7ef,Nickel,Nickel,0,2,30
1dce,5bd3,1dcecfe7ef,5bd399d4e4,Nickel,Nickel,0,1,18
5bd3,e1d1,5bd399d4e4,e1d10c4c9a,Nickel,Brass,0,1,30
e1d1,5bd3,e1d10c4c9a,5bd399d4e4,Brass,Nickel,0,1,21
5bd3,5d57,5bd399d4e4,5d578deaca,Nickel,Nickel,0,1,30
5d57,5bd3,5d578deaca,5bd399d4e4,Nickel,Nickel,0,1,23
5bd3,bd9b,5bd399d4e4,bd9ba9bfd9,Nickel,Nickel,0,1,30
bd9b,5bd3,bd9ba9bfd9,5bd399d4e4,Nickel,Nickel,0,0,30
5bd3,969d,5bd399d4e4,969de41074,Nickel,Nickel,0,2,30
969d,5bd3,969de41074,5bd399d4e4,Nickel,Nickel,0,1,18
5bd3,f8a1,5bd399d4e4,f8a165aa6d,Nickel,Nickel,0,1,30
f8a1,5bd3,f8a165aa6d,5bd399d4e4,Nickel,Nickel,0,1,25
5bd3,5869,5bd399d4e4,58690e69c3,Nickel,Brass,0,0,30
5869,5bd3,58690e69c3,5bd399d4e4,Brass,Nickel,0,1,22
5bd3,419d,5bd399d4e4,419d3b7b8b,Nickel,Brass,0,1,30
419d,5bd3,419d3b7b8b,5bd399d4e4,Brass,Nickel,0,1,18
5bd3,24f6,5bd399d4e4,24f6dbda7e,Nickel,Nickel,0,2,30
24f6,5bd3,24f6dbda7e,5bd399d4e4,Nickel,Nickel,0,1,26
5bd3,e67e,5bd399d4e4,e67eb5a673,Nickel,Nickel,0,1,30
e67e,5bd3,e67eb5a673,5bd399d4e4,Nickel,Nickel,0,1,25
5bd3,6166,5bd399d4e4,61668d1fb7,Nickel,Brass,0,2,30
6166,5bd3,61668d1fb7,5bd399d4e4,Brass,Nickel,0,1,20
5bd3,5f8c,5bd399d4e4,5f8cdc8a2c,Nickel,Brass,0,1,30
5f8c,5bd3,5f8cdc8a2c,5bd399d4e4,Brass,Nickel,0,1,22
5bd3,328b,5bd399d4e4,328b732c85,Nickel,Brass,0,1,30
328b,5bd3,328b732c85,5bd399d4e4,Brass,Nickel,0,1,18
5bd3,a98a,5bd399d4e4,a98af1afc1,Nickel,Nickel,0,1,30
a98a,5bd3,a98af1afc1,5bd399d4e4,Nickel,Nickel,0,1,30
5bd3,bbc3,5bd399d4e4,bbc3c2b96b,Nickel,Nickel,0,2,30
bbc3,5bd3,bbc3c2b96b,5bd399d4e4,Nickel,Nickel,0,1,26
5bd3,d6a2,5bd399d4e4,d6a27920cc,Nickel,Nickel,0,1,30
d6a2,5bd3,d6a27920cc,5bd399d4e4,Nickel,Nickel,0,1,28
5bd3,8c30,5bd399d4e4,8c30b73ef2,Nickel,Brass,0,1,30
8c30,5bd3,8c30b73ef2,5bd399d4e4,Brass,Nickel,0,0,16
5bd3,c28d,5bd399d4e4,c28d051c91,Nickel,Nickel,0,1,30
c28d,5bd3,c28d051c91,5bd399d4e4,Nickel,Nickel,0,1,19
5bd3,1a06,5bd399d4e4,1a06517ab5,Nickel,Brass,0,1,30
1a06,5bd3,1a06517ab5,5bd399d4e4,Brass,Nickel,0,1,22
5bd3,d632,5bd399d4e4,d632324bc2,Nickel,Brass,0,1,30
d632,5bd3,d632324bc2,5bd399d4e4,Brass,Nickel,0,1,19
5bd3,0ae9,5bd399d4e4,0ae9089aac,Nickel,Nickel,0,1,30
0ae9,5bd3,0ae9089aac,5bd399d4e4,Nickel,Nickel,0,1,37
5bd3,c8cf,5bd399d4e4,c8cf7b0a72,Nickel,Nickel,0,1,30
c8cf,5bd3,c8cf7b0a72,5bd399d4e4,Nickel,Nickel,0,1,23
5bd3,3cb9,5bd399d4e4,3cb96b1795,Nickel,Brass,0,1,30
3cb9,5bd3,3cb96b1795,5bd399d4e4,Brass,Nickel,0,1,22
5bd3,5124,5bd399d4e4,5124e63bf7,Nickel,Nickel,0,2,30
5124,5bd3,5124e63bf7,5bd399d4e4,Nickel,Nickel,0,1,29
5bd3,738f,5bd399d4e4,738f1f49ca,Nickel,Nickel,0,1,30
738f,5bd3,738f1f49ca,5bd399d4e4,Nickel,Nickel,0,1,20
5bd3,f7d1,5bd399d4e4,f7d102c093,Nickel,Nickel,0,1,30
f7d1,5bd3,f7d102c093,5bd399d4e4,Nickel,Nickel,0,2,26
5bd3,b183,5bd399d4e4,b183ad90fd,Nickel,Brass,0,1,30
b183,5bd3,b183ad90fd,5bd399d4e4,Brass,Nickel,0,1,18
5bd3,7b55,5bd399d4e4,7b5563a5da,Nickel,Brass,0,1,30
7b55,5bd3,7b5563a5da,5bd399d4e4,Brass,Nickel,0,2,21
5bd3,bf39,5bd399d4e4,bf39a74355,Nickel,Nickel,0,1,30
bf39,5bd3,bf39a74355,5bd399d4e4,Nickel,Nickel,0,1,32
5bd3,9668,5bd399d4e4,96682fe629,Nickel,Nickel,0,1,30
9668,5bd3,96682fe629,5bd399d4e4,Nickel,Nickel,0,1,30
5bd3,63e2,5bd399d4e4,63e2a29286,Nickel,Nickel,0,1,30
63e2,5bd3,63e2a29286,5bd399d4e4,Nickel,Nickel,0,1,25
5bd3,4604,5bd399d4e4,4604a209c8,Nickel,Nickel,0,1,30
4604,5bd3,4604a209c8,5bd399d4e4,Nickel,Nickel,0,1,26
e71c,405e,e71cf87e3f,405e6fb3cc,Nickel,Nickel,0,1,27
405e,e71c,405e6fb3cc,e71cf87e3f,Nickel,Nickel,0,0,24
e71c,9832,e71cf87e3f,9832ccda19,Nickel,Nickel,0,1,27
9832,e71c,9832ccda19,e71cf87e3f,Nickel,Nickel,0,1,32
e71c,fd7f,e71cf87e3f,fd7f2ac2e6,Nickel,Nickel,0,1,27
fd7f,e71c,fd7f2ac2e6,e71cf87e3f,Nickel,Nickel,0,1,28
e71c,7eb7,e71cf87e3f,7eb73b69a2,Nickel,Nickel,0,1,27
7eb7,e71c,7eb73b69a2,e71cf87e3f,Nickel,Nickel,0,1,16
e71c,452f,e71cf87e3f,452fe434c6,Nickel,Brass,0,2,27
452f,e71c,452fe434c6,e71cf87e3f,Brass,Nickel,0,2,30
e71c,afed,e71cf87e3f,afed40ee94,Nickel,Nickel,0,1,27
afed,e71c,afed40ee94,e71cf87e3f,Nickel,Nickel,0,1,30
e71c,0927,e71cf87e3f,092733cb5a,Nickel,Nickel,0,1,27
0927,e71c,092733cb5a,e71cf87e3f,Nickel,Nickel,0,1,30
e71c,1a03,e71cf87e3f,1a032b03d2,Nickel,Nickel,0,1,27
1a03,e71c,1a032b03d2,e71cf87e3f,Nickel,Nickel,0,1,25
e71c,80bc,e71cf87e3f,80bcb3c703,Nickel,Nickel,0,1,27
80bc,e71c,80bcb3c703,e71cf87e3f,Nickel,Nickel,0,1,30
e71c,2068,e71cf87e3f,20687884b3,Nickel,Nickel,0,1,27
